month,day,dow,link_it,notes,topic,reading,action
January,9,Tuesday,TRUE,lec01,"intro, syllabus, github",HGR
January,11,Thursday,TRUE,lec02,github and Rmarkdown,(R4DS 27-30)
January,16,Tuesday,TRUE,lec03,coding and functions,AEPV App N. (R4DS 19)
January,18,Thursday,FALSE,,,,HW 1 due
January,23,Tuesday,TRUE,lec04,linear regression,AEPV 1 (ISL 3)
January,25,Thursday,FALSE,,,,PC 1
January,30,Tuesday,TRUE,lec05,regression issues part I,AEPV 2
February,1,Thursday,FALSE,,,,HW 2 due
February,6,Tuesday,TRUE,lec06,model selection,AEPV 3 (ISL 5.1)
February,8,Thursday,FALSE
February,13,Tuesday,FALSE,lec07,bootstrap and simulation,"AEPV 5,6 (not 6.4.2) (ISL 5.2)"
February,15,Thursday,FALSE,,,,"HW 3 due, Exam 1 out"
February,20,Tuesday,FALSE,lec08,smoothing,AEPV 4
February,22,Thursday,FALSE,,,,"Exam 1 due"
February,27,Tuesday,FALSE,lec09,regression issues part II,AEPV 7
March,1,Thursday,FALSE,
March,6,Tuesday,FALSE,lec10,additive models,AEPV 9 (ISL 7.1-7.3)
March,8,Thursday,FALSE,,,,"HW 4 due, PC 2"
March,20,Tuesday,FALSE,lec11,classification,"AEPV 11.1-11.3, ISL 4"
March,22,Thursday,FALSE,
March,27,Tuesday,FALSE,lec12,GLMs and GAMS,"AEPV 11.4-12"
March,29,Thursday,FALSE,,,,HW 5 due
April,3,Tuesday,FALSE,lec13,trees,AEPV 13 (ISL 8)
April,5,Thursday,FALSE,
April,10,Tuesday,FALSE,lec14,regularization,ISL 6
April,12,Thursday,FALSE,,,,"HW 6 due, Exam 2 out"
April,17,Tuesday,FALSE,lec15,SVMs,ISL 9
April,19,Thursday,FALSE,,,,Exam 2 due
April,24,Tuesday,FALSE,,,,presentations
April,26,Thursday,FALSE,,,,presentations
May,1,Tuesday,FALSE,,,,PC 3